num_date_time,answer
2_20220825 13,3164.5270124149783
2_20220825 14,3081.0391981231014
2_20220825 15,3398.7486015469512
2_20220825 16,3345.0915131984275
2_20220825 17,3269.185199248517
2_20220825 18,3276.891270526499
2_20220825 19,3269.764524736889
2_20220825 20,3262.63777894728
2_20220825 21,3262.927441691467
2_20220825 22,3255.8006959018567
2_20220825 23,3219.173407785237
2_20220826 00,2824.166068372226
2_20220826 01,2804.7336722956816
2_20220826 02,2807.550501820523
2_20220826 03,2760.9796383894527
2_20220826 04,2758.907226161154
2_20220826 05,2793.751764793662
2_20220826 06,2754.597309896387
2_20220826 07,2749.997730887433
2_20220826 08,2886.1448222124222
2_20220826 09,3098.6529820396795
2_20220826 10,3256.8842071578833
2_20220826 11,3447.308233191925
2_20220826 12,3615.317941816409
2_20220826 13,3726.688640759356
2_20220826 14,3786.144479965735
2_20220826 15,3872.9038783348115
2_20220826 16,3828.860181684396
2_20220826 17,3735.263700269897
2_20220826 18,3624.637418623493
2_20220826 19,3533.56810398965
2_20220826 20,3398.3305217693755
2_20220826 21,3359.1760668721
2_20220826 22,3339.7436707955553
2_20220826 23,3308.005624432076
2_20220827 00,2908.1090432659244
2_20220827 01,2955.2592321853676
2_20220827 02,2708.7755219581613
2_20220827 03,2664.7318253077465
2_20220827 04,2657.2748959017945
2_20220827 05,2647.6209833315293
2_20220827 06,2628.0234954468137
2_20220827 07,2576.5633902626028
2_20220827 08,2734.6295235726357
2_20220827 09,3011.0280098070534
2_20220827 10,3262.980287275772
2_20220827 11,3448.1848879403315
2_20220827 12,3488.2488519423223
2_20220827 13,3597.0923841046138
2_20220827 14,3646.9348316128835
2_20220827 15,3731.1670632013042
2_20220827 16,3778.3172521207484
2_20220827 17,3741.689964004128
2_20220827 18,3702.5355091068523
2_20220827 19,3564.6056682977514
2_20220827 20,3448.925053090037
2_20220827 21,3343.1880131967737
2_20220827 22,3284.3114994787675
2_20220827 23,3314.1017045499643
2_20220828 00,2793.345603678773
2_20220828 01,2768.858874040917
2_20220828 02,2660.759759175169
2_20220828 03,2616.550970716583
2_20220828 04,2550.2580484647806
2_20220828 05,2479.0758844598395
2_20220828 06,2459.6434883832944
2_20220828 07,2464.9874846887915
2_20220828 08,2810.825906316196
2_20220828 09,3077.6110008525056
2_20220828 10,3230.95298421757
2_20220828 11,3441.099069072342
2_20220828 12,3658.496470652739
2_20220828 13,3782.172819882621
2_20220828 14,3826.96093382958
2_20220828 15,3896.525440158581
2_20220828 16,3993.0633220339373
2_20220828 17,4020.49145213265
2_20220828 18,3897.3944283911396
2_20220828 19,3801.4358720041564
2_20220828 20,3542.811603298186
2_20220828 21,3449.3802136918584
2_20220828 22,3415.115000547723
2_20220828 23,3378.4877124311033
2_20220829 00,3350.2310219523906
2_20220829 01,3350.520684696577
2_20220829 02,3353.337514221419
2_20220829 03,3365.9328272525404
2_20220829 04,3358.8060814629307
2_20220829 05,3334.3193518250755
2_20220829 06,3209.0253449192523
2_20220829 07,3093.5098215197086
2_20220829 08,3024.854824295423
2_20220829 09,3032.560895573404
2_20220829 10,3027.961316564451
2_20220829 11,3102.4150646465914
2_20220829 12,3156.981662099831
2_20220829 13,3204.2969428274455
2_20220829 14,3352.4195008230276
2_20220829 15,3468.6794415191143
2_20220829 16,3429.524986621839
2_20220829 17,3501.121384306982
2_20220829 18,3540.8551646926294
2_20220829 19,3479.616576002139
2_20220829 20,3479.9062387463255
2_20220829 21,3499.9179603112425
2_20220829 22,3463.290672194623
2_20220829 23,3488.1916355126796
2_20220830 00,3061.1565869920023
2_20220830 01,3063.973416516844
2_20220830 02,2963.2907101848914
2_20220830 03,2771.414118283081
2_20220830 04,2697.7047874974833
2_20220830 05,2665.9667411340033
2_20220830 06,2666.2564038781893
2_20220830 07,2676.489641936827
2_20220830 08,2679.3064714616685
2_20220830 09,2709.2617683410367
2_20220830 10,2739.2170652204045
2_20220830 11,2796.3108294542994
2_20220830 12,2845.9881851543987
2_20220830 13,2836.499364392305
2_20220830 14,2878.760311558608
2_20220830 15,2928.4376672587077
2_20220830 16,2931.2544967835493
2_20220830 17,2946.3769765953266
2_20220830 18,2981.221515227834
2_20220830 19,2984.038344752676
2_20220830 20,2991.7444160306577
2_20220830 21,3019.1725461293704
2_20220830 22,3054.0170847618783
2_20220830 23,3093.7508651475264
2_20220831 00,2693.854283981375
2_20220831 01,2708.976763793152
2_20220831 02,2736.404893891865
2_20220831 03,2763.833023990577
2_20220831 04,2761.7606117622795
2_20220831 05,2757.1610327533253
2_20220831 06,2796.8948131389734
2_20220831 07,2804.6008844169555
2_20220831 08,2854.278240117054
2_20220831 09,2911.372004350949
2_20220831 10,3101.6309385768195
2_20220831 11,3333.861157224807
2_20220831 12,3390.9549214587014
2_20220831 13,3346.911224808286
2_20220831 14,3404.0049890421806
2_20220831 15,3431.4331191408933
2_20220831 16,3417.0550566256597
2_20220831 17,3587.5919320307994
2_20220831 18,3651.937012990318
2_20220831 19,3496.812280141142
2_20220831 20,3368.826014646492
2_20220831 21,3319.727984434765
2_20220831 22,3265.7407124698993
2_20220831 23,3209.391365532548
3_20220825 00,3073.3046516307504
3_20220825 01,3051.3450887735503
3_20220825 02,3007.301392123135
3_20220825 03,2941.008469871333
3_20220825 04,2946.187374368659
3_20220825 05,2897.254435965104
3_20220825 06,2868.04355638228
3_20220825 07,2910.3045035485834
3_20220825 08,2982.2310848500683
3_20220825 09,3076.241799944769
3_20220825 10,3163.0011983138456
3_20220825 11,3227.5113710815353
3_20220825 12,3153.9671321041096
3_20220825 13,3072.841392784717
3_20220825 14,2989.35357849284
3_20220825 15,3307.0629819166898
3_20220825 16,3253.405893568166
3_20220825 17,3177.4995796182557
3_20220825 18,3185.2056508962373
3_20220825 19,3178.078905106628
3_20220825 20,3170.952159317019
3_20220825 21,3171.2418220612053
3_20220825 22,3164.115076271596
3_20220825 23,3127.4877881549764
3_20220826 00,2732.480448741965
3_20220826 01,2713.04805266542
3_20220826 02,2715.8648821902625
3_20220826 03,2669.294018759191
3_20220826 04,2667.221606530893
3_20220826 05,2702.066145163401
3_20220826 06,2662.911690266126
3_20220826 07,2658.3121112571716
3_20220826 08,2794.459202582161
3_20220826 09,3006.967362409418
3_20220826 10,3165.1985875276223
3_20220826 11,3355.6226135616644
3_20220826 12,3523.632322186148
3_20220826 13,3635.0030211290955
3_20220826 14,3694.4588603354737
3_20220826 15,3781.2182587045504
3_20220826 16,3737.174562054135
3_20220826 17,3643.5780806396356
3_20220826 18,3532.951798993232
3_20220826 19,3441.8824843593884
3_20220826 20,3306.6449021391145
3_20220826 21,3267.490447241839
3_20220826 22,3248.0580511652943
3_20220826 23,3216.3200048018143
3_20220827 00,2816.4234236356633
3_20220827 01,2863.573612555106
3_20220827 02,2617.0899023279003
3_20220827 03,2573.046205677485
3_20220827 04,2565.589276271533
3_20220827 05,2555.935363701268
3_20220827 06,2536.3378758165522
3_20220827 07,2484.8777706323413
3_20220827 08,2642.9439039423746
3_20220827 09,2919.3423901767924
3_20220827 10,3171.2946676455113
3_20220827 11,3356.4992683100704
3_20220827 12,3396.563232312061
3_20220827 13,3505.4067644743523
3_20220827 14,3555.2492119826225
3_20220827 15,3639.4814435710437
3_20220827 16,3686.631632490487
3_20220827 17,3650.004344373867
3_20220827 18,3610.849889476591
3_20220827 19,3472.920048667491
3_20220827 20,3357.2394334597757
3_20220827 21,3251.502393566512
3_20220827 22,3192.625879848506
3_20220827 23,3222.416084919703
3_20220828 00,2701.6599840485114
3_20220828 01,2677.1732544106558
3_20220828 02,2569.0741395449077
3_20220828 03,2524.8653510863214
3_20220828 04,2458.5724288345195
3_20220828 05,2387.390264829578
3_20220828 06,2367.957868753033
3_20220828 07,2373.3018650585304
3_20220828 08,2719.140286685935
3_20220828 09,2985.925381222244
3_20220828 10,3139.2673645873083
3_20220828 11,3349.4134494420814
3_20220828 12,3566.8108510224774
3_20220828 13,3690.48720025236
3_20220828 14,3735.275314199319
3_20220828 15,3804.83982052832
3_20220828 16,3901.3777024036763
3_20220828 17,3928.805832502389
3_20220828 18,3805.7088087608786
3_20220828 19,3709.750252373895
3_20220828 20,3451.1259836679255
3_20220828 21,3357.694594061597
3_20220828 22,3323.4293809174615
3_20220828 23,3286.802092800842
3_20220829 00,3258.545402322129
3_20220829 01,3258.8350650663156
3_20220829 02,3261.6518945911575
3_20220829 03,3274.2472076222793
3_20220829 04,3267.1204618326697
3_20220829 05,3242.633732194814
3_20220829 06,3117.339725288991
3_20220829 07,3001.824201889448
3_20220829 08,2933.1692046651615
3_20220829 09,2940.8752759431436
3_20220829 10,2936.27569693419
3_20220829 11,3010.7294450163304
3_20220829 12,3065.29604246957
3_20220829 13,3112.6113231971844
3_20220829 14,3260.733881192766
3_20220829 15,3376.9938218888533
3_20220829 16,3337.8393669915777
3_20220829 17,3409.4357646767203
3_20220829 18,3449.1695450623683
3_20220829 19,3387.930956371878
3_20220829 20,3388.220619116064
3_20220829 21,3408.232340680981
3_20220829 22,3371.6050525643614
3_20220829 23,3396.506015882418
3_20220830 00,2969.470967361741
3_20220830 01,2972.2877968865823
3_20220830 02,2871.6050905546304
3_20220830 03,2679.7284986528193
3_20220830 04,2606.019167867222
3_20220830 05,2574.2811215037423
3_20220830 06,2574.5707842479283
3_20220830 07,2584.804022306566
3_20220830 08,2587.620851831408
3_20220830 09,2617.5761487107757
3_20220830 10,2647.5314455901434
3_20220830 11,2704.6252098240384
3_20220830 12,2754.302565524137
3_20220830 13,2744.813744762044
3_20220830 14,2787.0746919283474
3_20220830 15,2836.7520476284462
3_20220830 16,2839.5688771532878
3_20220830 17,2854.691356965065
3_20220830 18,2889.535895597573
3_20220830 19,2892.352725122415
3_20220830 20,2900.058796400397
3_20220830 21,2927.4869264991094
3_20220830 22,2962.3314651316173
3_20220830 23,3002.065245517265
3_20220831 00,2602.168664351114
3_20220831 01,2617.291144162891
3_20220831 02,2644.719274261604
3_20220831 03,2672.1474043603166
3_20220831 04,2670.0749921320185
3_20220831 05,2665.4754131230648
3_20220831 06,2705.2091935087124
3_20220831 07,2712.915264786694
3_20220831 08,2762.592620486793
3_20220831 09,2819.686384720688
3_20220831 10,3009.945318946558
3_20220831 11,3242.175537594546
3_20220831 12,3299.26930182844
3_20220831 13,3255.2256051780246
3_20220831 14,3312.319369411919
3_20220831 15,3339.747499510632
3_20220831 16,3325.3694369953982
3_20220831 17,3495.906312400538
3_20220831 18,3560.2513933600567
3_20220831 19,3405.1266605108804
3_20220831 20,3277.1403950162303
3_20220831 21,3228.042364804504
3_20220831 22,3174.055092839638
3_20220831 23,3117.705745902287
4_20220825 00,3067.9493764904973
4_20220825 01,3045.9898136332977
4_20220825 02,3001.9461169828824
4_20220825 03,2935.6531947310805
4_20220825 04,2940.8320992284066
4_20220825 05,2891.899160824851
4_20220825 06,2862.688281242027
4_20220825 07,2904.949228408331
4_20220825 08,2976.875809709816
4_20220825 09,3070.8865248045167
4_20220825 10,3157.6459231735926
4_20220825 11,3222.1560959412827
4_20220825 12,3148.6118569638566
4_20220825 13,3067.486117644464
4_20220825 14,2983.998303352587
4_20220825 15,3301.707706776437
4_20220825 16,3248.0506184279134
4_20220825 17,3172.1443044780035
4_20220825 18,3179.8503757559847
4_20220825 19,3172.7236299663755
4_20220825 20,3165.5968841767663
4_20220825 21,3165.8865469209522
4_20220825 22,3158.759801131343
4_20220825 23,3122.1325130147234
4_20220826 00,2727.125173601712
4_20220826 01,2707.6927775251675
4_20220826 02,2710.5096070500094
4_20220826 03,2663.938743618938
4_20220826 04,2661.86633139064
4_20220826 05,2696.7108700231483
4_20220826 06,2657.556415125873
4_20220826 07,2652.956836116919
4_20220826 08,2789.103927441908
4_20220826 09,3001.6120872691654
4_20220826 10,3159.843312387369
4_20220826 11,3350.2673384214113
4_20220826 12,3518.277047045895
4_20220826 13,3629.6477459888424
4_20220826 14,3689.103585195221
4_20220826 15,3775.8629835642973
4_20220826 16,3731.8192869138825
4_20220826 17,3638.2228054993834
4_20220826 18,3527.596523852979
4_20220826 19,3436.5272092191353
4_20220826 20,3301.2896269988614
4_20220826 21,3262.1351721015862
4_20220826 22,3242.702776025041
4_20220826 23,3210.9647296615617
4_20220827 00,2811.0681484954102
4_20220827 01,2858.2183374148535
4_20220827 02,2611.734627187647
4_20220827 03,2567.690930537232
4_20220827 04,2560.2340011312804
4_20220827 05,2550.580088561015
4_20220827 06,2530.9826006762996
4_20220827 07,2479.5224954920886
4_20220827 08,2637.588628802122
4_20220827 09,2913.9871150365393
4_20220827 10,3165.939392505258
4_20220827 11,3351.143993169818
4_20220827 12,3391.207957171808
4_20220827 13,3500.0514893340996
4_20220827 14,3549.8939368423694
4_20220827 15,3634.1261684307906
4_20220827 16,3681.2763573502343
4_20220827 17,3644.6490692336142
4_20220827 18,3605.4946143363386
4_20220827 19,3467.564773527238
4_20220827 20,3351.884158319523
4_20220827 21,3246.1471184262596
4_20220827 22,3187.270604708253
4_20220827 23,3217.06080977945
4_20220828 00,2696.304708908259
4_20220828 01,2671.8179792704027
4_20220828 02,2563.7188644046546
4_20220828 03,2519.5100759460684
4_20220828 04,2453.2171536942665
4_20220828 05,2382.034989689325
4_20220828 06,2362.6025936127803
4_20220828 07,2367.946589918278
4_20220828 08,2713.785011545682
4_20220828 09,2980.5701060819915
4_20220828 10,3133.912089447056
4_20220828 11,3344.058174301829
4_20220828 12,3561.4555758822253
4_20220828 13,3685.1319251121076
4_20220828 14,3729.9200390590668
4_20220828 15,3799.4845453880675
4_20220828 16,3896.0224272634237
4_20220828 17,3923.450557362136
4_20220828 18,3800.353533620626
4_20220828 19,3704.3949772336427
4_20220828 20,3445.7707085276725
4_20220828 21,3352.339318921344
4_20220828 22,3318.0741057772093
4_20220828 23,3281.4468176605887
4_20220829 00,3253.1901271818765
4_20220829 01,3253.479789926063
4_20220829 02,3256.2966194509045
4_20220829 03,3268.8919324820263
4_20220829 04,3261.765186692417
4_20220829 05,3237.2784570545614
4_20220829 06,3111.9844501487382
4_20220829 07,2996.468926749195
4_20220829 08,2927.8139295249093
4_20220829 09,2935.5200008028905
4_20220829 10,2930.920421793937
4_20220829 11,3005.3741698760778
4_20220829 12,3059.940767329317
4_20220829 13,3107.256048056932
4_20220829 14,3255.3786060525135
4_20220829 15,3371.6385467486
4_20220829 16,3332.4840918513246
4_20220829 17,3404.0804895364677
4_20220829 18,3443.8142699221153
4_20220829 19,3382.575681231625
4_20220829 20,3382.8653439758114
4_20220829 21,3402.877065540728
4_20220829 22,3366.2497774241083
4_20220829 23,3391.150740742165
4_20220830 00,2964.1156922214877
4_20220830 01,2966.93252174633
4_20220830 02,2866.2498154143773
4_20220830 03,2674.3732235125667
4_20220830 04,2600.663892726969
4_20220830 05,2568.9258463634897
4_20220830 06,2569.2155091076756
4_20220830 07,2579.448747166313
4_20220830 08,2582.265576691155
4_20220830 09,2612.2208735705226
4_20220830 10,2642.176170449891
4_20220830 11,2699.2699346837853
4_20220830 12,2748.947290383884
4_20220830 13,2739.4584696217908
4_20220830 14,2781.7194167880943
4_20220830 15,2831.396772488193
4_20220830 16,2834.213602013035
4_20220830 17,2849.3360818248125
4_20220830 18,2884.1806204573204
4_20220830 19,2886.997449982162
4_20220830 20,2894.703521260144
4_20220830 21,2922.1316513588563
4_20220830 22,2956.976189991364
4_20220830 23,2996.709970377012
4_20220831 00,2596.8133892108613
4_20220831 01,2611.935869022638
4_20220831 02,2639.363999121351
4_20220831 03,2666.7921292200635
4_20220831 04,2664.7197169917654
4_20220831 05,2660.1201379828117
4_20220831 06,2699.8539183684597
4_20220831 07,2707.5599896464414
4_20220831 08,2757.2373453465398
4_20220831 09,2814.3311095804347
4_20220831 10,3004.5900438063054
4_20220831 11,3236.820262454293
4_20220831 12,3293.9140266881877
4_20220831 13,3249.870330037772
4_20220831 14,3306.964094271667
4_20220831 15,3334.392224370379
4_20220831 16,3320.014161855145
4_20220831 17,3490.5510372602853
4_20220831 18,3554.8961182198036
4_20220831 19,3399.7713853706277
4_20220831 20,3271.785119875977
4_20220831 21,3222.6870896642513
4_20220831 22,3168.6998176993848
4_20220831 23,3112.350470762034
5_20220825 00,3061.355715830016
5_20220825 01,3039.396152972816
5_20220825 02,2995.3524563224005
5_20220825 03,2929.0595340705986
5_20220825 04,2934.238438567925
5_20220825 05,2885.3055001643697
5_20220825 06,2856.0946205815453
5_20220825 07,2898.355567747849
5_20220825 08,2970.2821490493343
5_20220825 09,3064.292864144035
5_20220825 10,3151.052262513111
5_20220825 11,3215.562435280801
5_20220825 12,3142.0181963033747
5_20220825 13,3060.892456983983
5_20220825 14,2977.4046426921054
5_20220825 15,3295.1140461159557
5_20220825 16,3241.4569577674315
5_20220825 17,3165.5506438175216
5_20220825 18,3173.256715095503
5_20220825 19,3166.1299693058936
5_20220825 20,3159.0032235162844
5_20220825 21,3159.292886260471
5_20220825 22,3152.1661404708616
5_20220825 23,3115.5388523542415
5_20220826 00,2720.53151294123
5_20220826 01,2701.099116864686
5_20220826 02,2703.9159463895276
5_20220826 03,2657.3450829584567
5_20220826 04,2655.2726707301586
5_20220826 05,2690.1172093626665
5_20220826 06,2650.9627544653913
5_20220826 07,2646.3631754564376
5_20220826 08,2782.5102667814267
5_20220826 09,2995.0184266086835
5_20220826 10,3153.2496517268874
5_20220826 11,3343.6736777609294
5_20220826 12,3511.6833863854135
5_20220826 13,3623.054085328361
5_20220826 14,3682.5099245347396
5_20220826 15,3769.269322903816
5_20220826 16,3725.2256262534006
5_20220826 17,3631.6291448389015
5_20220826 18,3521.002863192498
5_20220826 19,3429.9335485586535
5_20220826 20,3294.69596633838
5_20220826 21,3255.5415114411044
5_20220826 22,3236.1091153645593
5_20220826 23,3204.3710690010803
5_20220827 00,2804.474487834929
5_20220827 01,2851.6246767543716
5_20220827 02,2605.140966527166
5_20220827 03,2561.0972698767505
5_20220827 04,2553.640340470799
5_20220827 05,2543.9864279005337
5_20220827 06,2524.388940015818
5_20220827 07,2472.928834831607
5_20220827 08,2630.99496814164
5_20220827 09,2907.393454376058
5_20220827 10,3159.3457318447763
5_20220827 11,3344.550332509336
5_20220827 12,3384.6142965113268
5_20220827 13,3493.457828673618
5_20220827 14,3543.300276181888
5_20220827 15,3627.532507770309
5_20220827 16,3674.682696689753
5_20220827 17,3638.0554085731324
5_20220827 18,3598.9009536758567
5_20220827 19,3460.971112866756
5_20220827 20,3345.2904976590416
5_20220827 21,3239.553457765778
5_20220827 22,3180.676944047772
5_20220827 23,3210.4671491189683
5_20220828 00,2689.711048247777
5_20220828 01,2665.2243186099213
5_20220828 02,2557.1252037441736
5_20220828 03,2512.9164152855874
5_20220828 04,2446.623493033785
5_20220828 05,2375.4413290288435
5_20220828 06,2356.008932952299
5_20220828 07,2361.352929257796
5_20220828 08,2707.1913508852003
5_20220828 09,2973.97644542151
5_20220828 10,3127.3184287865743
5_20220828 11,3337.4645136413474
5_20220828 12,3554.8619152217434
5_20220828 13,3678.5382644516258
5_20220828 14,3723.326378398585
5_20220828 15,3792.8908847275857
5_20220828 16,3889.428766602942
5_20220828 17,3916.856896701654
5_20220828 18,3793.759872960144
5_20220828 19,3697.801316573161
5_20220828 20,3439.1770478671906
5_20220828 21,3345.745658260863
5_20220828 22,3311.4804451167274
5_20220828 23,3274.8531570001073
5_20220829 00,3246.596466521395
5_20220829 01,3246.886129265581
5_20220829 02,3249.7029587904226
5_20220829 03,3262.2982718215444
5_20220829 04,3255.171526031935
5_20220829 05,3230.6847963940795
5_20220829 06,3105.390789488257
5_20220829 07,2989.8752660887135
5_20220829 08,2921.2202688644275
5_20220829 09,2928.926340142409
5_20220829 10,2924.3267611334554
5_20220829 11,2998.780509215596
5_20220829 12,3053.3471066688353
5_20220829 13,3100.66238739645
5_20220829 14,3248.7849453920317
5_20220829 15,3365.044886088119
5_20220829 16,3325.8904311908436
5_20220829 17,3397.4868288759862
5_20220829 18,3437.220609261634
5_20220829 19,3375.9820205711435
5_20220829 20,3376.2716833153295
5_20220829 21,3396.283404880247
5_20220829 22,3359.6561167636273
5_20220829 23,3384.557080081684
5_20220830 00,2957.5220315610068
5_20220830 01,2960.3388610858483
5_20220830 02,2859.656154753896
5_20220830 03,2667.7795628520853
5_20220830 04,2594.0702320664877
5_20220830 05,2562.332185703008
5_20220830 06,2562.6218484471938
5_20220830 07,2572.8550865058314
5_20220830 08,2575.671916030673
5_20220830 09,2605.627212910041
5_20220830 10,2635.5825097894094
5_20220830 11,2692.676274023304
5_20220830 12,2742.3536297234027
5_20220830 13,2732.8648089613093
5_20220830 14,2775.1257561276125
5_20220830 15,2824.8031118277117
5_20220830 16,2827.6199413525537
5_20220830 17,2842.742421164331
5_20220830 18,2877.5869597968385
5_20220830 19,2880.4037893216805
5_20220830 20,2888.109860599662
5_20220830 21,2915.537990698375
5_20220830 22,2950.382529330883
5_20220830 23,2990.116309716531
5_20220831 00,2590.21972855038
5_20220831 01,2605.342208362157
5_20220831 02,2632.7703384608694
5_20220831 03,2660.1984685595817
5_20220831 04,2658.126056331284
5_20220831 05,2653.5264773223303
5_20220831 06,2693.260257707978
5_20220831 07,2700.96632898596
5_20220831 08,2750.643684686059
5_20220831 09,2807.7374489199533
5_20220831 10,2997.9963831458235
5_20220831 11,3230.2266017938114
5_20220831 12,3287.320366027706
5_20220831 13,3243.27666937729
5_20220831 14,3300.370433611185
5_20220831 15,3327.7985637098973
5_20220831 16,3313.420501194664
5_20220831 17,3483.9573765998034
5_20220831 18,3548.3024575593217
5_20220831 19,3393.1777247101463
5_20220831 20,3265.1914592154963
5_20220831 21,3216.0934290037694
5_20220831 22,3162.1061570389033
5_20220831 23,3105.756810101552
6_20220825 00,2743.637819311225
6_20220825 01,2743.9274820554115
6_20220825 02,2704.7730271581363
6_20220825 03,2586.7303369779374
6_20220825 04,2562.4086991482527
