num_date_time,answer
2_20220828 00,1264.8845999999999
2_20220828 01,1157.8493999999996
2_20220828 02,1229.409
2_20220828 03,1205.8392000000006
2_20220828 04,1184.6976000000006
2_20220828 05,958.1514000000003
2_20220828 06,906.4146000000001
2_20220828 07,931.4772000000005
2_20220828 08,1857.6972000000005
2_20220828 09,1928.9087999999997
2_20220828 10,2193.1164000000003
2_20220828 11,2238.5519999999997
2_20220828 12,2319.0048000000006
2_20220828 13,2325.4704
2_20220828 14,2343.4812000000006
2_20220828 15,2365.6392
2_20220828 16,2209.557600000001
2_20220828 17,2157.7464000000014
2_20220828 18,1930.4316000000008
2_20220828 19,1636.4556
2_20220828 20,1447.8317999999997
2_20220828 21,1266.7055999999998
2_20220828 22,899.2655999999992
2_20220828 23,1286.1359999999993
2_20220829 00,1274.0471999999993
2_20220829 01,1281.1427999999996
2_20220829 02,1277.928
2_20220829 03,1274.5116
2_20220829 04,1265.1923999999997
2_20220829 05,1255.2096000000001
2_20220829 06,1232.5728
2_20220829 07,1084.8107999999997
2_20220829 08,1236.445199999999
2_20220829 09,1241.931599999999
2_20220829 10,1415.2715999999998
2_20220829 11,1500.6455999999994
2_20220829 12,1490.3639999999994
2_20220829 13,1497.9311999999993
2_20220829 14,1515.8231999999991
2_20220829 15,1543.255199999999
2_20220829 16,1523.8223999999996
2_20220829 17,1464.577199999999
2_20220829 18,1456.7472
2_20220829 19,1481.223599999999
2_20220829 20,1305.7977000000005
2_20220829 21,1288.0494000000008
2_20220829 22,869.7311999999994
2_20220829 23,1155.2219999999988
2_20220830 00,1265.3309999999997
2_20220830 01,1266.1841999999995
2_20220830 02,1249.9062
2_20220830 03,1192.5545999999993
2_20220830 04,1134.3263999999992
2_20220830 05,1081.674599999999
2_20220830 06,1050.012599999999
2_20220830 07,961.2912
2_20220830 08,1902.9672000000005
2_20220830 09,2111.4395999999997
2_20220830 10,2245.982400000002
2_20220830 11,2219.9400000000014
2_20220830 12,2222.319600000002
2_20220830 13,2239.182000000002
2_20220830 14,2243.037600000002
2_20220830 15,2246.997600000002
2_20220830 16,2246.997600000002
2_20220830 17,2246.626800000002
2_20220830 18,2061.432
2_20220830 19,2003.7851999999984
2_20220830 20,1698.6518999999992
2_20220830 21,1452.3059999999996
2_20220830 22,1003.1183999999993
2_20220830 23,1213.6175999999987
2_20220831 00,1245.2933999999996
2_20220831 01,1244.2265999999995
2_20220831 02,1241.8277999999993
2_20220831 03,1233.3347999999992
2_20220831 04,1230.947399999999
2_20220831 05,1246.6925999999987
2_20220831 06,1193.3879999999997
2_20220831 07,1029.0372
2_20220831 08,1909.8683999999996
2_20220831 09,2122.1243999999997
2_20220831 10,2220.2280000000014
2_20220831 11,2183.767200000001
2_20220831 12,2185.6284000000014
2_20220831 13,2201.5224000000017
2_20220831 14,2204.6004000000016
2_20220831 15,2205.0792000000015
2_20220831 16,2206.1700000000014
2_20220831 17,2196.3564000000015
2_20220831 18,2018.2860000000012
2_20220831 19,1902.4199999999992
2_20220831 20,1667.4938999999993
2_20220831 21,1415.2428
2_20220831 22,956.5595999999994
2_20220831 23,1191.9527999999982
3_20220825 00,1004.9544000000002
3_20220825 01,1025.1756
3_20220825 02,1040.5548000000001
3_20220825 03,974.952
3_20220825 04,962.2583999999998
3_20220825 05,943.3007999999995
3_20220825 06,943.9415999999997
3_20220825 07,1098.6119999999994
3_20220825 08,1151.0789999999993
3_20220825 09,1254.258000000001
3_20220825 10,1355.5068
3_20220825 11,1428.7032000000002
3_20220825 12,1460.9279999999997
3_20220825 13,1670.1719999999996
3_20220825 14,1763.4071999999992
3_20220825 15,1932.3167999999987
3_20220825 16,1965.7805999999994
3_20220825 17,2046.7823999999994
3_20220825 18,2199.3336
3_20220825 19,2287.569600000001
3_20220825 20,2339.5968
3_20220825 21,1574.7974999999988
3_20220825 22,1045.5065999999997
3_20220825 23,954.1332000000006
3_20220826 00,995.8193999999997
3_20220826 01,998.2709999999996
3_20220826 02,989.2241999999997
3_20220826 03,957.1121999999997
3_20220826 04,940.9895999999997
3_20220826 05,930.8123999999996
3_20220826 06,939.7547999999997
3_20220826 07,1075.1256
3_20220826 08,1144.8437999999996
3_20220826 09,1287.8292
3_20220826 10,1413.0444000000002
3_20220826 11,1463.7774000000009
3_20220826 12,1480.9475999999997
3_20220826 13,1685.8104000000008
3_20220826 14,1818.1133999999988
3_20220826 15,1956.304199999999
3_20220826 16,2040.8345999999992
3_20220826 17,2081.797799999998
3_20220826 18,2343.3359999999993
3_20220826 19,2419.4358000000007
3_20220826 20,2396.3867999999998
3_20220826 21,1633.392899999999
3_20220826 22,1098.7055999999995
3_20220826 23,1003.7844
3_20220827 00,972.9810000000002
3_20220827 01,976.4730000000003
3_20220827 02,980.5571999999994
3_20220827 03,960.6707999999994
3_20220827 04,936.8693999999996
3_20220827 05,930.1967999999996
3_20220827 06,931.1615999999995
3_20220827 07,956.0483999999997
3_20220827 08,1074.1997999999994
3_20220827 09,1152.6672
3_20220827 10,1200.8928
3_20220827 11,1349.5356
3_20220827 12,1399.1076
3_20220827 13,1544.8313999999996
3_20220827 14,1761.8177999999991
3_20220827 15,1841.4065999999991
3_20220827 16,1884.977399999999
3_20220827 17,1950.5333999999996
3_20220827 18,2065.3878000000004
3_20220827 19,2057.6441999999997
3_20220827 20,2021.2631999999992
3_20220827 21,1601.557199999999
3_20220827 22,1127.0988
3_20220827 23,980.1324000000005
3_20220828 00,990.8783999999997
3_20220828 01,999.7955999999997
3_20220828 02,997.0091999999995
3_20220828 03,962.4419999999998
3_20220828 04,959.7509999999996
3_20220828 05,941.5997999999998
3_20220828 06,933.4439999999995
3_20220828 07,956.0843999999996
3_20220828 08,1039.5756
3_20220828 09,1109.091600000001
3_20220828 10,1162.5618000000004
3_20220828 11,1340.0711999999999
3_20220828 12,1379.448
3_20220828 13,1511.485199999999
3_20220828 14,1700.7983999999988
3_20220828 15,1931.6195999999984
3_20220828 16,2063.1221999999975
3_20220828 17,2150.458199999998
3_20220828 18,2150.708399999999
3_20220828 19,1963.9115999999992
3_20220828 20,1869.7499999999993
3_20220828 21,1531.8755999999987
3_20220828 22,1141.5186
3_20220828 23,1020.8916000000002
3_20220829 00,980.6417999999996
3_20220829 01,988.2521999999994
3_20220829 02,980.3789999999997
3_20220829 03,946.6469999999999
3_20220829 04,946.8341999999998
3_20220829 05,943.5851999999996
3_20220829 06,962.2403999999995
3_20220829 07,1087.3475999999996
3_20220829 08,1120.1628000000003
3_20220829 09,1384.5300000000002
3_20220829 10,1443.7031999999992
3_20220829 11,1445.3519999999996
3_20220829 12,1498.2887999999998
3_20220829 13,1513.4256
3_20220829 14,1528.3079999999995
3_20220829 15,1524.0203999999992
3_20220829 16,1532.0909999999994
3_20220829 17,1535.2691999999995
3_20220829 18,1486.9157999999998
3_20220829 19,1503.5375999999999
3_20220829 20,1631.3778
3_20220829 21,1362.8268000000003
3_20220829 22,937.1195999999995
3_20220829 23,878.7492000000001
3_20220830 00,973.6397999999995
3_20220830 01,981.2285999999995
3_20220830 02,974.2049999999996
3_20220830 03,939.4343999999994
3_20220830 04,931.7339999999994
3_20220830 05,933.8615999999992
3_20220830 06,956.5253999999991
3_20220830 07,1051.5348
3_20220830 08,1198.5569999999993
3_20220830 09,1537.7688000000007
3_20220830 10,1590.3396000000012
3_20220830 11,1649.2104000000008
3_20220830 12,1682.8992000000012
3_20220830 13,1770.8010000000006
3_20220830 14,1855.9284000000005
3_20220830 15,1886.6250000000007
3_20220830 16,1889.0982000000013
3_20220830 17,1815.7872000000002
3_20220830 18,1700.8691999999992
3_20220830 19,1801.9457999999995
3_20220830 20,1722.2300999999993
3_20220830 21,1536.7329
3_20220830 22,1018.5048000000002
3_20220830 23,923.4072000000009
3_20220831 00,995.886
3_20220831 01,998.9891999999999
3_20220831 02,985.1976
3_20220831 03,965.4443999999997
3_20220831 04,949.0139999999997
3_20220831 05,941.9543999999996
3_20220831 06,947.4623999999994
3_20220831 07,1045.0152
3_20220831 08,1191.733799999999
3_20220831 09,1524.5220000000004
3_20220831 10,1589.5248000000004
3_20220831 11,1657.6488000000004
3_20220831 12,1688.8788000000006
3_20220831 13,1830.6071999999995
3_20220831 14,1917.2759999999994
3_20220831 15,1991.3759999999995
3_20220831 16,2052.5652000000005
3_20220831 17,2131.4543999999996
3_20220831 18,2242.7364000000002
3_20220831 19,2313.9090000000006
3_20220831 20,2374.704
3_20220831 21,1645.118099999999
3_20220831 22,1029.6702
3_20220831 23,918.8136000000004
4_20220825 00,713.3273999999998
4_20220825 01,714.7943999999995
4_20220825 02,715.0211999999996
4_20220825 03,684.8423999999997
4_20220825 04,682.1442000000002
4_20220825 05,679.7492999999998
4_20220825 06,769.8402000000007
4_20220825 07,887.1605999999996
4_20220825 08,1076.3892000000005
4_20220825 09,1292.495399999999
4_20220825 10,1404.9072000000006
4_20220825 11,1406.3706000000002
4_20220825 12,1398.5946
4_20220825 13,1382.7581999999995
4_20220825 14,1371.6899999999994
4_20220825 15,1313.546400000001
4_20220825 16,1302.957000000001
4_20220825 17,1200.1140000000012
4_20220825 18,1000.0974000000001
4_20220825 19,912.4242000000003
4_20220825 20,813.4055999999993
4_20220825 21,755.1036
4_20220825 22,739.2563999999994
4_20220825 23,717.3234000000002
4_20220826 00,688.0662000000001
4_20220826 01,685.4814
4_20220826 02,680.679
4_20220826 03,687.6702
4_20220826 04,685.8
4_20220826 05,687.4191000000003
4_20220826 06,776.4048000000004
4_20220826 07,863.6129999999993
4_20220826 08,1091.9196
4_20220826 09,1300.1363999999992
4_20220826 10,1414.8162000000004
4_20220826 11,1413.8496000000005
4_20220826 12,1406.9484000000004
4_20220826 13,1395.3348000000003
4_20220826 14,1385.6814
4_20220826 15,1378.5101999999997
4_20220826 16,1351.4958000000008
4_20220826 17,1190.340000000001
4_20220826 18,997.1909999999999
4_20220826 19,872.7228000000001
4_20220826 20,808.9091999999996
4_20220826 21,755.7048
4_20220826 22,739.5677999999992
4_20220826 23,719.5464
4_20220827 00,711.6102000000001
4_20220827 01,710.1827999999998
4_20220827 02,684.4175999999997
4_20220827 03,685.6973999999998
4_20220827 04,685.2132
4_20220827 05,676.4192999999999
4_20220827 06,769.4973000000002
4_20220827 07,871.1837999999996
4_20220827 08,1083.0851999999993
4_20220827 09,1263.8249999999991
4_20220827 10,1387.8762
4_20220827 11,1389.6402000000003
4_20220827 12,1392.978
4_20220827 13,1382.9034000000001
4_20220827 14,1371.6840000000002
4_20220827 15,1361.5530000000006
4_20220827 16,1335.8256000000003
4_20220827 17,1295.7467999999997
4_20220827 18,1097.4816000000008
4_20220827 19,912.214799999999
4_20220827 20,833.0129999999996
4_20220827 21,756.2393999999999
4_20220827 22,741.6125999999994
4_20220827 23,735.3558000000002
4_20220828 00,686.1474000000002
4_20220828 01,684.6371999999999
4_20220828 02,681.3350999999999
4_20220828 03,681.2208
4_20220828 04,683.8281
4_20220828 05,680.0822999999999
4_20220828 06,767.9862000000003
4_20220828 07,866.4353999999998
4_20220828 08,1051.4933999999996
4_20220828 09,1227.513599999999
4_20220828 10,1363.5953999999997
4_20220828 11,1386.8441999999995
4_20220828 12,1410.3089999999997
4_20220828 13,1405.4093999999998
4_20220828 14,1382.1354
4_20220828 15,1398.2742
4_20220828 16,1410.2369999999996
4_20220828 17,1343.6423999999997
4_20220828 18,1112.3874000000008
4_20220828 19,916.9343999999993
4_20220828 20,837.7811999999998
4_20220828 21,757.3157999999999
4_20220828 22,739.6667999999995
4_20220828 23,711.4914000000005
4_20220829 00,724.6529999999996
4_20220829 01,712.8665999999997
4_20220829 02,709.4663999999997
4_20220829 03,706.8365999999996
4_20220829 04,705.2075999999995
4_20220829 05,700.1477999999997
4_20220829 06,761.9508000000006
4_20220829 07,890.6300999999999
4_20220829 08,1079.8884000000005
4_20220829 09,1282.237199999999
4_20220829 10,1409.5422000000003
4_20220829 11,1410.5196000000003
4_20220829 12,1408.8222000000003
4_20220829 13,1387.6776
4_20220829 14,1374.8274000000008
4_20220829 15,1326.7962000000011
4_20220829 16,1309.8852000000009
4_20220829 17,1203.442200000001
4_20220829 18,1005.9533999999999
4_20220829 19,917.8866000000003
4_20220829 20,858.8483999999996
4_20220829 21,779.7636
4_20220829 22,776.6495999999997
4_20220829 23,714.5424000000004
4_20220830 00,707.8355999999995
4_20220830 01,706.9715999999996
4_20220830 02,703.2338999999996
4_20220830 03,711.5759999999995
4_20220830 04,710.5229999999996
4_20220830 05,712.0763999999996
4_20220830 06,777.9132000000002
4_20220830 07,910.5209999999995
4_20220830 08,1072.9962000000003
4_20220830 09,1266.253199999999
4_20220830 10,1374.0210000000004
4_20220830 11,1375.5276000000003
4_20220830 12,1373.0454000000004
4_20220830 13,1349.6003999999998
4_20220830 14,1333.7297999999998
4_20220830 15,1295.1342000000009
4_20220830 16,1278.354600000001
4_20220830 17,1185.9732000000013
4_20220830 18,1032.279
4_20220830 19,923.7570000000003
4_20220830 20,865.1903999999994
4_20220830 21,806.5638000000002
4_20220830 22,795.3210000000005
4_20220830 23,771.3269999999998
4_20220831 00,699.1865999999995
4_20220831 01,695.7080999999997
4_20220831 02,690.1937999999996
4_20220831 03,692.0927999999997
4_20220831 04,689.5457999999998
4_20220831 05,692.9963999999999
4_20220831 06,777.2634000000005
4_20220831 07,884.9222999999993
4_20220831 08,1067.7438000000002
4_20220831 09,1276.302599999999
4_20220831 10,1410.2136000000005
4_20220831 11,1411.5258000000008
4_20220831 12,1409.2002000000005
4_20220831 13,1383.9570000000003
4_20220831 14,1366.9254000000003
4_20220831 15,1318.3830000000014
4_20220831 16,1298.3310000000013
4_20220831 17,1196.834400000001
4_20220831 18,1019.5655999999997
4_20220831 19,914.8224000000002
4_20220831 20,840.2597999999992
4_20220831 21,762.0984
4_20220831 22,758.4425999999995
4_20220831 23,743.9868000000001
5_20220825 00,1930.7088000000015
5_20220825 01,1924.783200000001
5_20220825 02,1905.6816000000015
5_20220825 03,1758.276000000002
5_20220825 04,1761.8760000000025
5_20220825 05,2042.899199999999
5_20220825 06,2062.7351999999996
5_20220825 07,2228.7312
5_20220825 08,2989.867200000002
5_20220825 09,3278.527200000001
5_20220825 10,3256.790400000001
5_20220825 11,3291.9624000000003
5_20220825 12,3235.7304000000017
5_20220825 13,3241.3752000000004
5_20220825 14,3315.3048000000017
5_20220825 15,3310.956
5_20220825 16,3183.220799999998
5_20220825 17,2629.0728000000004
5_20220825 18,2024.7911999999997
5_20220825 19,1867.2840000000006
5_20220825 20,2197.762199999999
5_20220825 21,1850.3543999999988
5_20220825 22,1613.3687999999986
5_20220825 23,1592.4203999999986
5_20220826 00,1810.425600000002
5_20220826 01,1810.641600000002
5_20220826 02,1805.544000000002
5_20220826 03,1801.3896000000022
5_20220826 04,1800.9864000000023
5_20220826 05,2036.0375999999994
5_20220826 06,2036.7827999999995
5_20220826 07,2189.7216000000008
5_20220826 08,3003.6479999999992
5_20220826 09,3402.907199999999
5_20220826 10,3332.9088000000006
5_20220826 11,5473.728000000006
5_20220826 12,5913.079200000005
5_20220826 13,6008.760000000002
5_20220826 14,6018.249600000001
5_20220826 15,6103.483199999999
5_20220826 16,5948.985600000001
5_20220826 17,5898.880800000005
5_20220826 18,5760.518400000001
5_20220826 19,5495.745600000003
5_20220826 20,5638.303800000006
5_20220826 21,2829.5040000000004
5_20220826 22,1694.978399999998
5_20220826 23,1632.0467999999987
5_20220827 00,1929.924000000001
5_20220827 01,1930.2408000000007
5_20220827 02,1796.9688000000021
5_20220827 03,1783.5552000000018
5_20220827 04,1801.051200000002
5_20220827 05,2009.8439999999996
5_20220827 06,1995.3647999999996
5_20220827 07,2187.4247999999993
5_20220827 08,3022.0584
5_20220827 09,3314.3904
5_20220827 10,3617.6184000000007
5_20220827 11,6181.5095999999985
5_20220827 12,6600.5136
5_20220827 13,6649.336800000001
5_20220827 14,6649.56
5_20220827 15,6643.7568
5_20220827 16,6592.644000000001
5_20220827 17,6497.013600000006
5_20220827 18,6035.313600000006
5_20220827 19,6054.235200000004
5_20220827 20,6346.294200000004
5_20220827 21,2963.3400000000006
5_20220827 22,1690.895999999998
5_20220827 23,1630.5047999999986
5_20220828 00,1646.6040000000003
5_20220828 01,1646.9568000000002
5_20220828 02,1646.8272
5_20220828 03,1642.7159999999997
5_20220828 04,1644.2423999999994
5_20220828 05,1920.0312
5_20220828 06,1947.8232000000007
5_20220828 07,2394.9215999999983
5_20220828 08,5656.437599999999
5_20220828 09,6883.077599999997
5_20220828 10,6845.3064
5_20220828 11,6431.651999999998
5_20220828 12,6656.111999999998
5_20220828 13,6618.398399999998
5_20220828 14,6641.726399999999
5_20220828 15,6883.855199999998
5_20220828 16,6708.268800000003
5_20220828 17,6425.352000000005
5_20220828 18,3599.618399999998
5_20220828 19,2901.002400000001
5_20220828 20,3075.862200000001
5_20220828 21,2034.1656000000012
5_20220828 22,1654.495199999999
5_20220828 23,1622.0171999999993
5_20220829 00,1926.3744000000006
5_20220829 01,1807.7256000000014
5_20220829 02,1804.8744000000017
5_20220829 03,1771.2432000000017
5_20220829 04,1773.460800000002
5_20220829 05,1937.0448000000024
5_20220829 06,1848.6216
5_20220829 07,1854.9359999999995
5_20220829 08,1971.107999999998
5_20220829 09,1972.576799999998
5_20220829 10,1999.562399999998
5_20220829 11,1999.7711999999983
5_20220829 12,1994.0255999999981
5_20220829 13,1996.4015999999983
5_20220829 14,1609.6680000000006
5_20220829 15,1602.0144000000003
5_20220829 16,1639.4400000000003
5_20220829 17,1889.2943999999995
5_20220829 18,1865.037600000001
5_20220829 19,1808.0568000000003
5_20220829 20,2148.4746
5_20220829 21,1777.6727999999994
5_20220829 22,1598.149199999997
5_20220829 23,1581.791999999998
5_20220830 00,1775.4336000000021
5_20220830 01,1774.5336000000023
5_20220830 02,1772.0064000000023
5_20220830 03,1765.044000000002
5_20220830 04,1770.148800000002
5_20220830 05,1886.4792000000018
5_20220830 06,1853.3736000000004
5_20220830 07,1895.968800000001
5_20220830 08,2147.9040000000005
5_20220830 09,2185.991999999999
5_20220830 10,2223.993599999999
5_20220830 11,2244.506399999999
5_20220830 12,2238.9407999999985
5_20220830 13,2252.6639999999984
5_20220830 14,1728.6263999999999
5_20220830 15,1720.9152
5_20220830 16,1752.8903999999998
5_20220830 17,1952.2367999999985
5_20220830 18,1922.58
5_20220830 19,1870.2936
5_20220830 20,2193.4773
5_20220830 21,2148.953999999999
5_20220830 22,1623.987599999998
5_20220830 23,1603.288799999998
5_20220831 00,1764.028800000002
5_20220831 01,1764.388800000002
5_20220831 02,1765.965600000002
5_20220831 03,1765.065600000002
5_20220831 04,1766.534400000002
5_20220831 05,1932.4871999999993
5_20220831 06,1994.2127999999989
5_20220831 07,2167.1568000000007
5_20220831 08,2776.2192
5_20220831 09,2842.2432
5_20220831 10,2888.6544
5_20220831 11,2859.7680000000005
5_20220831 12,2935.9368000000013
5_20220831 13,2862.676800000001
5_20220831 14,2763.907199999999
5_20220831 15,2622.542399999998
5_20220831 16,2431.2743999999984
5_20220831 17,2509.279199999998
5_20220831 18,1982.1312000000003
5_20220831 19,1839.0096000000005
5_20220831 20,2183.8085999999994
5_20220831 21,2096.1899999999987
5_20220831 22,1623.806399999998
5_20220831 23,1596.9479999999976
6_20220825 00,1181.609999999999
6_20220825 01,1095.1104000000003
6_20220825 02,1077.3275999999998
6_20220825 03,1069.3056000000006
6_20220825 04,1042.3668000000005
6_20220825 05,1049.432400000001
6_20220825 06,1207.3049999999996
6_20220825 07,1551.2159999999997
6_20220825 08,1780.1183999999996
6_20220825 09,2189.1264000000006
6_20220825 10,2868.2783999999983
6_20220825 11,2888.4768
6_20220825 12,2892.3984
6_20220825 13,2894.5247999999997
6_20220825 14,2887.2239999999997
6_20220825 15,2890.804800000001
6_20220825 16,2862.84
6_20220825 17,2852.889600000001
6_20220825 18,2454.168000000002
6_20220825 19,2138.231999999999
6_20220825 20,1670.5358999999999
6_20220825 21,1867.5297000000005
6_20220825 22,1684.9919999999997
